// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 1 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
BuildScript: D:\Tarea4\Proyecto1.consulaEvaluacionRendimiento\Proyecto1.consulaEvaluacionRendimiento\bin\Release\5e2ca1c1-4cf9-4a7f-a941-b4c5ccf2dacd.bat
// ***** Done, took 00:00:05 (5.66 sec)   *****
// Found 1 benchmarks:
//   RNEntero.Primo: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Alto rendimiento)
// **************************
// Benchmark: RNEntero.Primo: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\Tarea4\Proyecto1.consulaEvaluacionRendimiento\Proyecto1.consulaEvaluacionRendimiento\bin\Release\5e2ca1c1-4cf9-4a7f-a941-b4c5ccf2dacd.exe --anonymousPipes 1548 1500 --benchmarkName Proyecto1.consulaEvaluacionRendimiento.RNEntero.Primo --job Default --benchmarkId 0 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9282.0), X86 LegacyJIT
// GC=Concurrent Workstation
// HardwareIntrinsics= 
// Job: DefaultJob

WorkloadActual  45: 268435456 op, 1049571600.00 ns, 3.9100 ns/op
WorkloadActual  46: 268435456 op, 1292467300.00 ns, 4.8148 ns/op
WorkloadActual  47: 268435456 op, 1382481400.00 ns, 5.1501 ns/op
WorkloadActual  48: 268435456 op, 1386070400.00 ns, 5.1635 ns/op
WorkloadActual  49: 268435456 op, 1367754400.00 ns, 5.0953 ns/op
WorkloadActual  50: 268435456 op, 1369035400.00 ns, 5.1001 ns/op
WorkloadActual  51: 268435456 op, 1379462000.00 ns, 5.1389 ns/op
WorkloadActual  52: 268435456 op, 1373144800.00 ns, 5.1154 ns/op
WorkloadActual  53: 268435456 op, 1358180000.00 ns, 5.0596 ns/op
WorkloadActual  54: 268435456 op, 1345090200.00 ns, 5.0109 ns/op
WorkloadActual  55: 268435456 op, 1120257700.00 ns, 4.1733 ns/op
WorkloadActual  56: 268435456 op, 1053162800.00 ns, 3.9233 ns/op
WorkloadActual  57: 268435456 op, 1060627500.00 ns, 3.9511 ns/op
WorkloadActual  58: 268435456 op, 1073445000.00 ns, 3.9989 ns/op
WorkloadActual  59: 268435456 op, 849728500.00 ns, 3.1655 ns/op
WorkloadActual  60: 268435456 op, 785996500.00 ns, 2.9281 ns/op
WorkloadActual  61: 268435456 op, 779976600.00 ns, 2.9056 ns/op
WorkloadActual  62: 268435456 op, 804273400.00 ns, 2.9962 ns/op
WorkloadActual  63: 268435456 op, 789024600.00 ns, 2.9393 ns/op
WorkloadActual  64: 268435456 op, 790968700.00 ns, 2.9466 ns/op
WorkloadActual  65: 268435456 op, 801397800.00 ns, 2.9854 ns/op
WorkloadActual  66: 268435456 op, 759674000.00 ns, 2.8300 ns/op
WorkloadActual  67: 268435456 op, 806888400.00 ns, 3.0059 ns/op
WorkloadActual  68: 268435456 op, 790549300.00 ns, 2.9450 ns/op
WorkloadActual  69: 268435456 op, 771662200.00 ns, 2.8747 ns/op
WorkloadActual  70: 268435456 op, 788145500.00 ns, 2.9361 ns/op
WorkloadActual  71: 268435456 op, 764698700.00 ns, 2.8487 ns/op
WorkloadActual  72: 268435456 op, 815431200.00 ns, 3.0377 ns/op
WorkloadActual  73: 268435456 op, 800193700.00 ns, 2.9810 ns/op
WorkloadActual  74: 268435456 op, 813711200.00 ns, 3.0313 ns/op
WorkloadActual  75: 268435456 op, 798896900.00 ns, 2.9761 ns/op
WorkloadActual  76: 268435456 op, 786474200.00 ns, 2.9298 ns/op
WorkloadActual  77: 268435456 op, 755372900.00 ns, 2.8140 ns/op
WorkloadActual  78: 268435456 op, 1008620700.00 ns, 3.7574 ns/op
WorkloadActual  79: 268435456 op, 1056614700.00 ns, 3.9362 ns/op
WorkloadActual  80: 268435456 op, 1059946600.00 ns, 3.9486 ns/op
WorkloadActual  81: 268435456 op, 1071606100.00 ns, 3.9920 ns/op
WorkloadActual  82: 268435456 op, 1343919300.00 ns, 5.0065 ns/op
WorkloadActual  83: 268435456 op, 1338812800.00 ns, 4.9875 ns/op
WorkloadActual  84: 268435456 op, 1334911200.00 ns, 4.9729 ns/op
WorkloadActual  85: 268435456 op, 1339705000.00 ns, 4.9908 ns/op
WorkloadActual  86: 268435456 op, 1353092800.00 ns, 5.0407 ns/op
WorkloadActual  87: 268435456 op, 1389220500.00 ns, 5.1752 ns/op
WorkloadActual  88: 268435456 op, 1382054900.00 ns, 5.1486 ns/op
WorkloadActual  89: 268435456 op, 1349975100.00 ns, 5.0290 ns/op
WorkloadActual  90: 268435456 op, 1305711600.00 ns, 4.8642 ns/op
WorkloadActual  91: 268435456 op, 1061737800.00 ns, 3.9553 ns/op
WorkloadActual  92: 268435456 op, 1070924300.00 ns, 3.9895 ns/op
WorkloadActual  93: 268435456 op, 1057102500.00 ns, 3.9380 ns/op
WorkloadActual  94: 268435456 op, 1035723300.00 ns, 3.8584 ns/op
WorkloadActual  95: 268435456 op, 780100900.00 ns, 2.9061 ns/op
WorkloadActual  96: 268435456 op, 763509900.00 ns, 2.8443 ns/op
WorkloadActual  97: 268435456 op, 778194700.00 ns, 2.8990 ns/op
WorkloadActual  98: 268435456 op, 778729800.00 ns, 2.9010 ns/op
WorkloadActual  99: 268435456 op, 803334700.00 ns, 2.9927 ns/op
WorkloadActual  100: 268435456 op, 795004200.00 ns, 2.9616 ns/op

// AfterActualRun
WorkloadResult   1: 268435456 op, 358471400.00 ns, 1.3354 ns/op
WorkloadResult   2: 268435456 op, 428579800.00 ns, 1.5966 ns/op
WorkloadResult   3: 268435456 op, 428678400.00 ns, 1.5970 ns/op
WorkloadResult   4: 268435456 op, 433601000.00 ns, 1.6153 ns/op
WorkloadResult   5: 268435456 op, 687910600.00 ns, 2.5627 ns/op
WorkloadResult   6: 268435456 op, 722819600.00 ns, 2.6927 ns/op
WorkloadResult   7: 268435456 op, 709021700.00 ns, 2.6413 ns/op
WorkloadResult   8: 268435456 op, 731171700.00 ns, 2.7238 ns/op
WorkloadResult   9: 268435456 op, 745753500.00 ns, 2.7781 ns/op
WorkloadResult  10: 268435456 op, 520807100.00 ns, 1.9402 ns/op
WorkloadResult  11: 268435456 op, 428171800.00 ns, 1.5951 ns/op
WorkloadResult  12: 268435456 op, 423271300.00 ns, 1.5768 ns/op
WorkloadResult  13: 268435456 op, 424848100.00 ns, 1.5827 ns/op
WorkloadResult  14: 268435456 op, 234670000.00 ns, 0.8742 ns/op
WorkloadResult  15: 268435456 op, 207305200.00 ns, 0.7723 ns/op
WorkloadResult  16: 268435456 op, 182617700.00 ns, 0.6803 ns/op
WorkloadResult  17: 268435456 op, 151290100.00 ns, 0.5636 ns/op
WorkloadResult  18: 268435456 op, 159000800.00 ns, 0.5923 ns/op
WorkloadResult  19: 268435456 op, 167676700.00 ns, 0.6246 ns/op
WorkloadResult  20: 268435456 op, 202201500.00 ns, 0.7533 ns/op
WorkloadResult  21: 268435456 op, 194192800.00 ns, 0.7234 ns/op
WorkloadResult  22: 268435456 op, 180654100.00 ns, 0.6730 ns/op
WorkloadResult  23: 268435456 op, 160572800.00 ns, 0.5982 ns/op
WorkloadResult  24: 268435456 op, 198635900.00 ns, 0.7400 ns/op
WorkloadResult  25: 268435456 op, 153672000.00 ns, 0.5725 ns/op
WorkloadResult  26: 268435456 op, 220800300.00 ns, 0.8225 ns/op
WorkloadResult  27: 268435456 op, 247329800.00 ns, 0.9214 ns/op
WorkloadResult  28: 268435456 op, 208554900.00 ns, 0.7769 ns/op
WorkloadResult  29: 268435456 op, 155958200.00 ns, 0.5810 ns/op
WorkloadResult  30: 268435456 op, 161997300.00 ns, 0.6035 ns/op
WorkloadResult  31: 268435456 op, 176274600.00 ns, 0.6567 ns/op
WorkloadResult  32: 268435456 op, 155261400.00 ns, 0.5784 ns/op
WorkloadResult  33: 268435456 op, 162604400.00 ns, 0.6057 ns/op
WorkloadResult  34: 268435456 op, 186287000.00 ns, 0.6940 ns/op
WorkloadResult  35: 268435456 op, 186183600.00 ns, 0.6936 ns/op
WorkloadResult  36: 268435456 op, 172257700.00 ns, 0.6417 ns/op
WorkloadResult  37: 268435456 op, 168927100.00 ns, 0.6293 ns/op
WorkloadResult  38: 268435456 op, 153923400.00 ns, 0.5734 ns/op
WorkloadResult  39: 268435456 op, 157675600.00 ns, 0.5874 ns/op
WorkloadResult  40: 268435456 op, 160833600.00 ns, 0.5992 ns/op
WorkloadResult  41: 268435456 op, 169253200.00 ns, 0.6305 ns/op
WorkloadResult  42: 268435456 op, 391703800.00 ns, 1.4592 ns/op
WorkloadResult  43: 268435456 op, 429155000.00 ns, 1.5987 ns/op
WorkloadResult  44: 268435456 op, 440593900.00 ns, 1.6413 ns/op
WorkloadResult  45: 268435456 op, 421818900.00 ns, 1.5714 ns/op
WorkloadResult  46: 268435456 op, 664714600.00 ns, 2.4763 ns/op
WorkloadResult  47: 268435456 op, 754728700.00 ns, 2.8116 ns/op
WorkloadResult  48: 268435456 op, 758317700.00 ns, 2.8250 ns/op
WorkloadResult  49: 268435456 op, 740001700.00 ns, 2.7567 ns/op
WorkloadResult  50: 268435456 op, 741282700.00 ns, 2.7615 ns/op
WorkloadResult  51: 268435456 op, 751709300.00 ns, 2.8003 ns/op
WorkloadResult  52: 268435456 op, 745392100.00 ns, 2.7768 ns/op
WorkloadResult  53: 268435456 op, 730427300.00 ns, 2.7211 ns/op
WorkloadResult  54: 268435456 op, 717337500.00 ns, 2.6723 ns/op
WorkloadResult  55: 268435456 op, 492505000.00 ns, 1.8347 ns/op
WorkloadResult  56: 268435456 op, 425410100.00 ns, 1.5848 ns/op
WorkloadResult  57: 268435456 op, 432874800.00 ns, 1.6126 ns/op
WorkloadResult  58: 268435456 op, 445692300.00 ns, 1.6603 ns/op
WorkloadResult  59: 268435456 op, 221975800.00 ns, 0.8269 ns/op
WorkloadResult  60: 268435456 op, 158243800.00 ns, 0.5895 ns/op
WorkloadResult  61: 268435456 op, 152223900.00 ns, 0.5671 ns/op
WorkloadResult  62: 268435456 op, 176520700.00 ns, 0.6576 ns/op
WorkloadResult  63: 268435456 op, 161271900.00 ns, 0.6008 ns/op
WorkloadResult  64: 268435456 op, 163216000.00 ns, 0.6080 ns/op
WorkloadResult  65: 268435456 op, 173645100.00 ns, 0.6469 ns/op
WorkloadResult  66: 268435456 op, 131921300.00 ns, 0.4914 ns/op
WorkloadResult  67: 268435456 op, 179135700.00 ns, 0.6673 ns/op
WorkloadResult  68: 268435456 op, 162796600.00 ns, 0.6065 ns/op
WorkloadResult  69: 268435456 op, 143909500.00 ns, 0.5361 ns/op
WorkloadResult  70: 268435456 op, 160392800.00 ns, 0.5975 ns/op
WorkloadResult  71: 268435456 op, 136946000.00 ns, 0.5102 ns/op
WorkloadResult  72: 268435456 op, 187678500.00 ns, 0.6992 ns/op
WorkloadResult  73: 268435456 op, 172441000.00 ns, 0.6424 ns/op
WorkloadResult  74: 268435456 op, 185958500.00 ns, 0.6927 ns/op
WorkloadResult  75: 268435456 op, 171144200.00 ns, 0.6376 ns/op
WorkloadResult  76: 268435456 op, 158721500.00 ns, 0.5913 ns/op
WorkloadResult  77: 268435456 op, 127620200.00 ns, 0.4754 ns/op
WorkloadResult  78: 268435456 op, 380868000.00 ns, 1.4188 ns/op
WorkloadResult  79: 268435456 op, 428862000.00 ns, 1.5976 ns/op
WorkloadResult  80: 268435456 op, 432193900.00 ns, 1.6100 ns/op
WorkloadResult  81: 268435456 op, 443853400.00 ns, 1.6535 ns/op
WorkloadResult  82: 268435456 op, 716166600.00 ns, 2.6679 ns/op
WorkloadResult  83: 268435456 op, 711060100.00 ns, 2.6489 ns/op
WorkloadResult  84: 268435456 op, 707158500.00 ns, 2.6344 ns/op
WorkloadResult  85: 268435456 op, 711952300.00 ns, 2.6522 ns/op
WorkloadResult  86: 268435456 op, 725340100.00 ns, 2.7021 ns/op
WorkloadResult  87: 268435456 op, 761467800.00 ns, 2.8367 ns/op
WorkloadResult  88: 268435456 op, 754302200.00 ns, 2.8100 ns/op
WorkloadResult  89: 268435456 op, 722222400.00 ns, 2.6905 ns/op
WorkloadResult  90: 268435456 op, 677958900.00 ns, 2.5256 ns/op
WorkloadResult  91: 268435456 op, 433985100.00 ns, 1.6167 ns/op
WorkloadResult  92: 268435456 op, 443171600.00 ns, 1.6509 ns/op
WorkloadResult  93: 268435456 op, 429349800.00 ns, 1.5995 ns/op
WorkloadResult  94: 268435456 op, 407970600.00 ns, 1.5198 ns/op
WorkloadResult  95: 268435456 op, 152348200.00 ns, 0.5675 ns/op
WorkloadResult  96: 268435456 op, 135757200.00 ns, 0.5057 ns/op
WorkloadResult  97: 268435456 op, 150442000.00 ns, 0.5604 ns/op
WorkloadResult  98: 268435456 op, 150977100.00 ns, 0.5624 ns/op
WorkloadResult  99: 268435456 op, 175582000.00 ns, 0.6541 ns/op
WorkloadResult  100: 268435456 op, 167251500.00 ns, 0.6231 ns/op

// AfterAll
// Benchmark Process 13016 has exited with code 0.

Mean = 1.345 ns, StdErr = 0.085 ns (6.31%), N = 100, StdDev = 0.849 ns
